  Run_nr	    Time	   Alpha	    Beta	Delta_Pb	   P_bar	       T	      B1	      B2	      B3	      B4	      B5	      B6	     rpm	     Rho	       Q	       V	      Re	 nrotor1	 nrotor2	      I1	      I2	    dptq	  Extra1	  Extra2	  Extra3	  Extra4	  Extra5	  Extra6	  Extra7	  Extra8	  Extra9	 Extra10
      63	 16:09:10	   6.005	  10.000	  413.14	 1003.68	   15.44	   324.4	 -4802.6	   245.2	  3178.7	  -486.1	  2283.0	 475.737	   1.212	   968.2	    40.0	  446094	  123.00	   -0.00	   16.65	    0.03	    0.00	  25.980	  15.643	  33.626	   0.151	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      64	 16:09:33	   3.000	  10.000	  415.38	 1003.64	   15.46	   -23.1	 -5020.6	  -308.8	  2736.9	  -592.0	  2445.0	 475.699	   1.211	   973.5	    40.1	  447264	  123.00	   -0.00	   16.28	    0.03	    0.00	  26.344	  15.669	  33.571	   0.151	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      65	 16:10:18	   3.000	   7.000	  413.98	 1003.68	   15.53	   164.6	 -3564.6	    86.8	  2164.2	  -334.4	  1771.0	 474.136	   1.211	   970.2	    40.0	  446377	  123.00	   -0.00	   16.74	    0.03	    0.00	  26.945	  15.701	  33.556	   0.151	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      66	 16:10:54	   3.000	   3.000	  414.28	 1003.63	   15.56	   370.6	 -1376.5	   600.2	  1487.8	  -108.1	   642.3	 471.815	   1.211	   970.9	    40.0	  446470	  123.00	   -0.00	   16.93	    0.03	    0.00	  27.360	  15.718	  33.561	   0.151	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      67	 16:11:31	   3.000	   0.005	  414.96	 1003.56	   15.56	   403.9	   185.9	  1003.7	  1040.7	   -43.6	  -223.6	 471.805	   1.211	   972.5	    40.1	  446823	  123.00	   -0.00	   16.57	    0.03	    0.00	  27.771	  15.733	  33.537	   0.150	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      68	 16:11:56	   3.000	  -4.000	  413.26	 1003.57	   15.56	   374.2	  2275.2	  1576.7	   518.5	  -109.1	 -1433.8	 471.808	   1.211	   968.5	    40.0	  445903	  123.00	   -0.00	   16.74	    0.03	    0.00	  28.060	  15.759	  33.505	   0.149	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      69	 16:12:20	   0.000	  -4.000	  415.05	 1003.53	   15.58	   221.2	  2579.1	  1080.3	  -160.7	   -17.6	 -1636.4	 471.826	   1.211	   972.7	    40.1	  446826	  123.00	   -0.00	   16.86	    0.03	    0.00	  28.308	  15.781	  33.470	   0.150	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      70	 16:12:55	   0.000	  -0.005	  414.58	 1003.44	   15.64	   241.1	   201.2	   405.2	   454.1	    52.9	  -283.8	 470.812	   1.210	   971.6	    40.1	  446434	  123.00	   -0.00	   16.80	    0.03	    0.00	  28.613	  15.806	  33.471	   0.149	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      71	 16:13:17	   0.000	   3.000	  413.94	 1003.44	   15.68	   225.1	 -1433.5	   -19.5	   895.5	    26.6	   688.1	 470.834	   1.210	   970.1	    40.0	  446009	  123.00	   -0.00	   17.13	    0.03	    0.00	  28.785	  15.815	  33.458	   0.150	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      72	 16:13:52	   0.000	   7.000	  412.85	 1003.47	   15.70	   -18.3	 -3932.7	  -603.3	  1671.3	  -239.5	  2012.5	 472.841	   1.210	   967.5	    40.0	  445383	  123.00	   -0.00	   16.89	    0.03	    0.00	  29.027	  15.827	  33.406	   0.149	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      73	 16:14:17	   0.000	  10.000	  410.89	 1003.42	   15.72	  -207.4	 -5207.7	  -974.2	  2180.9	  -461.1	  2577.0	 472.816	   1.210	   962.9	    39.9	  444270	  123.00	   -0.00	   16.96	    0.03	    0.00	  29.174	  15.832	  33.379	   0.148	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      74	 16:14:45	  -3.000	  10.000	  412.38	 1003.48	   15.74	  -170.7	 -5443.5	 -1728.2	  1592.9	   -90.1	  2701.0	 473.854	   1.210	   966.4	    40.0	  445051	  123.00	   -0.00	   16.94	    0.03	    0.00	  29.321	  15.838	  33.352	   0.148	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      75	 16:15:08	  -3.000	   7.005	  414.04	 1003.45	   15.76	    16.9	 -4157.0	 -1352.6	  1055.7	   132.7	  2138.3	 473.844	   1.210	   970.3	    40.0	  445908	  123.00	   -0.00	   16.83	    0.03	    0.00	  29.453	  15.861	  33.350	   0.149	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      76	 16:15:43	  -3.000	   3.000	  414.02	 1003.35	   15.82	   276.4	 -1474.6	  -694.6	   230.8	   362.4	   721.0	 471.409	   1.210	   970.3	    40.1	  445758	  123.00	   -0.00	   17.17	    0.03	    0.00	  29.655	  15.892	  33.370	   0.147	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      77	 16:16:09	  -3.000	   0.005	  414.91	 1003.36	   15.82	   286.9	   285.5	  -239.4	  -253.7	   394.6	  -340.3	 471.397	   1.210	   972.4	    40.1	  446237	  123.00	   -0.00	   16.91	    0.03	    0.00	  29.803	  15.916	  33.357	   0.147	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      78	 16:16:36	  -3.000	  -4.000	  413.39	 1003.43	   15.86	   261.0	  2731.3	   465.2	  -905.8	   344.5	 -1723.5	 471.407	   1.210	   968.8	    40.0	  445351	  123.00	   -0.00	   16.79	    0.03	    0.00	  29.951	  15.933	  33.327	   0.148	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      79	 16:17:04	  -3.000	  -4.000	  411.79	 1003.43	   15.88	   972.8	  2410.6	   294.6	  -993.8	   947.6	 -1425.5	 471.400	   1.209	   965.0	    39.9	  444442	   98.00	   -0.00	    4.83	    0.03	    0.00	  29.990	  15.942	  31.107	   0.148	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      80	 16:17:45	  -3.000	  -0.005	  413.27	 1003.50	   15.88	  1000.8	   -28.8	  -404.3	  -332.1	   985.0	   -47.9	 471.392	   1.210	   968.5	    40.0	  445264	   98.00	   -0.00	    5.66	    0.03	    0.00	  28.978	  15.958	  31.067	   0.147	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      81	 16:18:10	  -3.000	   3.000	  412.85	 1003.48	   15.88	   942.6	 -1932.9	  -908.5	   233.6	   906.9	  1015.7	 471.414	   1.209	   967.5	    40.0	  445025	   98.00	   -0.00	    5.69	    0.03	    0.00	  28.093	  15.961	  31.124	   0.147	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      82	 16:18:48	  -3.000	   7.000	  411.52	 1003.48	   15.90	   702.1	 -4430.7	 -1499.7	   984.8	   686.7	  2392.9	 473.437	   1.209	   964.4	    39.9	  444263	   98.00	   -0.00	    5.26	    0.03	    0.00	  26.787	  15.989	  31.225	   0.147	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      83	 16:19:26	  -3.000	  10.000	  411.93	 1003.50	   15.92	   504.6	 -5688.3	 -1863.3	  1511.4	   455.4	  2945.4	 474.427	   1.209	   965.3	    40.0	  444456	   98.00	   -0.00	    5.45	    0.03	    0.00	  25.691	  15.995	  31.390	   0.147	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      84	 16:19:54	  -0.005	  10.000	  411.87	 1003.51	   15.92	   482.2	 -5461.2	 -1121.2	  2084.3	   105.3	  2826.9	 474.403	   1.209	   965.2	    40.0	  444425	   98.00	   -0.00	    5.95	    0.03	    0.00	  25.044	  16.001	  31.401	   0.147	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      85	 16:20:20	  -0.005	   7.000	  413.23	 1003.44	   15.91	   685.4	 -4205.9	  -759.5	  1569.1	   343.1	  2276.4	 474.412	   1.209	   968.4	    40.0	  445168	   98.00	   -0.00	    5.81	    0.03	    0.00	  24.504	  16.002	  31.291	   0.147	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      86	 16:21:01	  -0.005	   3.000	  414.04	 1003.43	   15.90	   943.0	 -1722.0	  -186.2	   792.5	   622.3	   956.9	 472.409	   1.209	   970.3	    40.1	  445627	   98.00	   -0.00	    5.55	    0.03	    0.00	  23.792	  15.998	  31.249	   0.147	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      87	 16:21:33	  -0.005	   0.005	  414.63	 1003.35	   15.91	   966.6	   -88.4	   234.7	   344.5	   664.5	    -9.0	 472.409	   1.209	   971.7	    40.1	  445907	   98.00	   -0.00	    5.14	    0.03	    0.00	  23.338	  16.002	  31.229	   0.147	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      88	 16:22:05	  -0.005	  -4.000	  413.10	 1003.32	   15.92	   946.1	  2280.5	   902.3	  -281.6	   614.0	 -1354.7	 472.390	   1.209	   968.1	    40.0	  445053	   98.00	   -0.00	    5.04	    0.03	    0.00	  22.942	  16.029	  31.242	   0.147	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      89	 16:22:33	   3.000	  -4.000	  411.28	 1003.39	   15.94	  1093.8	  2026.2	  1409.9	   374.2	   527.6	 -1179.2	 472.384	   1.209	   963.8	    39.9	  444047	   97.99	   -0.00	    4.96	    0.03	    0.00	  22.632	  16.039	  31.289	   0.147	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      90	 16:22:57	   3.000	  -0.005	  412.83	 1003.36	   15.90	  1112.7	  -142.6	   808.8	   949.4	   564.5	    26.2	 472.437	   1.209	   967.5	    40.0	  444953	   98.00	   -0.00	    5.44	    0.03	    0.00	  22.395	  16.023	  31.320	   0.147	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      91	 16:23:20	   3.000	   3.000	  412.06	 1003.40	   15.88	  1076.7	 -1647.2	   418.9	  1378.6	   499.1	   870.3	 472.404	   1.209	   965.6	    40.0	  444585	   98.00	   -0.00	    5.43	    0.03	    0.00	  22.186	  16.012	  31.400	   0.147	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      92	 16:24:10	   3.000	   7.000	  413.76	 1003.30	   15.86	   869.6	 -3851.9	   -74.5	  2063.6	   248.8	  2042.0	 475.423	   1.209	   969.7	    40.0	  445527	   98.00	   -0.00	    5.36	    0.03	    0.00	  21.827	  16.006	  31.500	   0.147	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      93	 16:24:33	   3.000	  10.000	  411.89	 1003.30	   15.87	   645.5	 -5229.8	  -450.8	  2612.0	   -30.8	  2674.1	 475.451	   1.209	   965.2	    40.0	  444486	   98.00	   -0.00	    5.54	    0.03	    0.00	  21.691	  16.013	  31.674	   0.147	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      94	 16:25:01	   6.000	  10.000	  411.23	 1003.33	   15.88	   992.7	 -4958.9	   113.1	  3028.7	    88.0	  2474.4	 476.420	   1.209	   963.7	    39.9	  444117	   98.00	   -0.00	    5.92	    0.03	    0.00	  21.564	  16.013	  31.797	   0.147	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      95	 16:25:25	   6.000	   7.005	  412.77	 1003.30	   15.84	  1215.1	 -3656.5	   482.3	  2516.6	   312.9	  1910.5	 476.411	   1.209	   967.3	    40.0	  445028	   98.00	   -0.00	    5.79	    0.03	    0.00	  21.472	  16.004	  31.647	   0.147	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      96	 16:25:55	   6.000	   2.995	  413.23	 1003.32	   15.82	  1432.9	 -1630.7	   966.0	  1897.4	   528.6	   865.1	 474.353	   1.210	   968.4	    40.0	  445321	   98.00	   -0.00	    5.37	    0.03	    0.00	  21.365	  16.005	  31.538	   0.147	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      97	 16:26:21	   6.000	   0.005	  414.40	 1003.34	   15.82	  1471.5	  -110.6	  1355.6	  1472.5	   593.9	    14.0	 474.402	   1.210	   971.2	    40.1	  445960	   98.00	   -0.00	    5.37	    0.03	    0.00	  21.281	  16.012	  31.469	   0.147	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      98	 16:26:50	   6.000	  -4.000	  413.28	 1003.32	   15.82	  1455.6	  2037.8	  1948.0	   910.3	   555.1	 -1168.3	 474.396	   1.210	   968.5	    40.0	  445346	   98.00	   -0.00	    5.45	    0.03	    0.00	  21.194	  16.025	  31.464	   0.147	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      99	 16:27:27	  10.000	  -4.000	  412.42	 1003.29	   15.82	  2471.7	  1971.8	  2331.5	  1329.2	   869.4	 -1121.3	 476.435	   1.210	   966.5	    40.0	  444874	   98.00	   -0.00	    5.56	    0.03	    0.00	  21.068	  16.028	  31.742	   0.147	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
     100	 16:27:57	  10.000	  -0.005	  414.18	 1003.34	   15.82	  2489.4	   -33.6	  1768.5	  1851.9	   887.8	   -28.5	 476.416	   1.210	   970.6	    40.1	  445842	   98.00	   -0.00	    6.43	    0.03	    0.00	  21.007	  16.040	  31.796	   0.147	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
     101	 16:28:21	  10.000	   3.000	  413.51	 1003.27	   15.82	  2470.6	 -1438.0	  1407.7	  2252.5	   844.9	   737.2	 476.370	   1.209	   969.1	    40.0	  445461	   98.00	   -0.00	    6.02	    0.03	    0.00	  20.964	  16.046	  31.820	   0.147	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
     102	 16:28:54	  10.000	   7.000	  412.06	 1003.32	   15.82	  2328.1	 -3380.9	   966.2	  2860.9	   683.6	  1757.5	 477.685	   1.210	   965.6	    40.0	  444683	   98.00	   -0.00	    6.10	    0.03	    0.00	  20.925	  16.052	  31.918	   0.147	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
     103	 16:29:25	  10.000	  10.000	  412.13	 1003.22	   15.82	  1968.5	 -4737.4	   687.5	  3498.9	   436.0	  2320.0	 478.723	   1.209	   965.8	    40.0	  444703	   98.00	   -0.00	    6.25	    0.03	    0.00	  20.899	  16.054	  32.089	   0.147	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
