run,AoA,AoS,dPb,pBar,pInf,temp,nu,rpmWT,rho,q,V,Re,FX,FY,FZ,MX,MY,MZ,CFX,CFY,CFZ,CN,CT,CY,CL,CD,CYaw,CMroll,CMpitch,CMpitch25c,CMyaw,CLalpha,CMalpha,Thrust
104,10.404983579154818,10,104.54,100323,100323,288.61,1.47941208101838e-05,248.445,1.2109649817373,243.880168651762,21.506316016400145,223809.557204602,6.28036509154433,-7.47267464505372,66.660591015811,0.262349747238972,-4.53095900364097,-2.23560327228633,0.118579382762897,-0.141091343271021,1.2586165966541,1.26008647618045,-0.101778582898036,0.141091343271021,1.0960649897956651,0.12897106227106445,0.118356755010562,-0.0304216305851326,-0.47590890261322527,-0.47590890261322527,-0.0350473713260757,4.72902551543369,-3.09530330786669,2.0318182280183845
105,10.404983579154818,7,104.89,100317,100317,288.55,1.47895413413806e-05,248.383,1.21114434620471,244.696652581089,21.242726246344237,224236.699845542,6.79035108908268,-3.98340432818498,63.8864566733597,0.537780412245658,-4.45462872268333,-1.23152399237775,0.127780617484661,-0.0749595798610333,1.20221337240631,1.20613792128805,-0.082922818501589,0.0749595798610333,1.076522638964091,0.12768766225871794,0.058828302566959,-0.0107890244417237,-0.48255009584376174,-0.48255009584376174,-0.0182152331857346,4.0101201908657,-3.34340942585801,0.887594725990185
106,10.404983579154818,3,104.12,100325,100325,288.52,1.47856303561164e-05,247.415,1.21136687510911,242.900402901678,20.93087139554211,223450.722898416,6.13340477021655,-3.52146259831052,61.968027812209,-0.377447191255288,-3.80058430915628,-1.36764034775986,0.116271740227506,-0.0667568177531485,1.17473584446598,1.17707934317611,-0.0894854273992712,0.0667568177531485,1.0753457897104068,0.11542586776709562,0.0605801371456849,-0.0203517042023698,-0.42508659031446755,-0.42508659031446755,-0.0218161786112941,3.92646970775135,-3.28107439139853,0.8843407856521639
107,10.404983579154818,0,104.27,100320,100320,288.47,1.47818147137787e-05,247.186,1.21151645661,243.250317366884,20.917736199806676,223655.525730368,6.21190490211521,-0.242445434625202,61.759467845307,-0.0006809441497081,-3.74922843011266,-0.0066644246979622,0.117590480244681,-0.0045894577492646,1.16909798170166,1.17175612901619,-0.0872077174111898,0.0045894577492646,1.0729405051875869,0.11385824229369668,0.0045791960265559,-0.0012673038830475,-0.4205462723599689,-0.4205462723599689,-0.0003090245776196,3.95627641465373,-3.36939102139993,0.8661202444716919
108,10.404983579154818,-4,103.7,100321,100321,288.43,1.4778025729641e-05,247.223,1.21169655012282,241.920653477167,20.958959177542297,223084.017582234,6.6916217425728,2.49756039457982,61.3620100899888,-0.0050746769012261,-3.89336092128888,0.990331059232154,0.127367674005455,0.0475383203629008,1.16795850066328,1.17233175113444,-0.0773811923870754,-0.0475383203629008,1.0616883689382068,0.12445022934528754,-0.0385377995961525,0.0107834062041849,-0.4362811227557825,-0.4362811227557825,0.0151645352047277,3.84055810236596,-3.44603599083183,1.2071967568657027
109,6.321107536485969,-4,104.84,100314,100314,288.39,1.47754153957341e-05,247.221,1.21178005463592,244.580011325642,21.069470291662658,224338.710263539,4.21234181254743,2.89340614072936,47.7951698577105,0.176019437258411,-1.94668642881222,1.19480334452382,0.0793055214994315,0.0544739940658878,0.899836964661557,0.903195919110316,-0.0152663163236435,-0.0544739940658878,0.8182457381469252,0.07912810114145005,-0.0488092246259574,0.0159442349838645,-0.21854448628546497,-0.21854448628546497,0.0176863605037812,4.80204220214804,-2.84592815895103,0.6462094306294813
110,6.321107536485969,0,104.52,100311,100311,288.38,1.47749469196944e-05,246.182,1.21178583402295,243.833512769659,20.939206782387924,224002.657423005,3.9931970549933,-0.537620857762481,47.2818389211455,-0.0590533118785642,-1.8070801602597,-0.133038108097471,0.0754098588542668,-0.0101527453923875,0.892897783482849,0.89588726908995,-0.018414658388237,0.0101527453923875,0.8195563379054388,0.07294876029536317,0.0101593261053477,-0.0034518164909522,-0.20557768046868746,-0.20557768046868746,-0.0021501729733769,4.82739251835592,-2.7365261745384,0.673175795725087
111,6.321107536485969,3,103.54,100308,100308,288.34,1.47717474509387e-05,245.202,1.21191769326011,241.547419895418,20.86692026044002,222986.259392735,3.84755859737801,-3.9114144388492,47.243443349474,-0.436826245407546,-1.90174474286956,-1.58384993091767,0.0733472137606211,-0.0745645176523521,0.900616546945658,0.903347893785644,-0.0212734856525463,0.0745645176523521,0.8244844737120496,0.07436121387300348,0.0706236330024499,-0.0245691084043677,-0.21630598292681044,-0.21630598292681044,-0.0240710701398932,4.81942735012154,-2.6786157509196,0.7506277669836275
112,6.321107536485969,7,103.48,100315,100315,288.33,1.4769806452463e-05,246.226,1.21204430225815,241.407457913083,21.091179283182814,222939.297259841,4.37123019474093,-4.46723952497799,48.3504509599043,0.471804955053522,-2.4841302799256,-1.40760145842495,0.0833784420377897,-0.0852097590857661,0.922254169481071,0.925916205171025,-0.0135609263531886,0.0852097590857661,0.82586884809713,0.08714092735866755,0.0744133424775717,-0.0154651687003277,-0.2744410045218691,-0.2744410045218691,-0.020737164205116,4.86529390522879,-2.73902260482808,0.8046636453923636
113,6.321107536485969,10,103.91,100316,100316,288.31,1.47678388545111e-05,247.266,1.21214046472107,242.410526148726,21.424076457207864,223422.885005468,4.21751024292812,-7.85440138177125,48.8784909831276,0.305625188820208,-2.7210023762846,-2.32898222721225,0.0801134533873516,-0.149197792711752,0.928468334033544,0.931754703563718,-0.017458095645281,0.149197792711752,0.8090798732020142,0.0950616448394084,0.133019587807524,-0.0343730847693661,-0.2888589283811578,-0.2888589283811578,-0.0350993193189826,5.18506474651501,-2.41655955970134,0.8696024357973327
114,3.2204562852833494,10,104.36,100314,100314,288.29,1.47663129692097e-05,247.246,1.21220038834664,243.460267045533,21.469490276698348,223923.723139916,3.48482494939521,-8.23658171830871,33.0525977151045,0.408005664157377,-2.07733138379613,-2.58639014449069,0.0659103555535601,-0.15578286929273,0.6251414343637,0.627734181238636,0.0331026529474506,0.15578286929273,0.5447766547072088,0.08189842654379906,0.141970964334713,-0.0364966316105549,-0.22104247215618542,-0.22104247215618542,-0.0368886765668463,6.0331316997645,-1.69255541640129,0.8121468059390679
