run,AoA,AoS,dPb,pBar,pInf,temp,nu,rpmWT,rho,q,V,Re,FX,FY,FZ,MX,MY,MZ,CFX,CFY,CFZ,CN,CT,CY,CL,CD,CYaw,CMroll,CMpitch,CMpitch25c,CMyaw,CLalpha,CMalpha,Thrust
92,3.2202059090365767,7,413.76,100330,100330,289.01,1.48295319206356e-05,475.423,1.20937334131924,969.651658159304,41.823166512671975,445497.807831753,7.99367862898151,-36.4004702017955,128.264182723504,-3.8195731128721,-5.59551000156886,-13.333347821873,0.0379604822365388,-0.172859013556938,0.609102574152409,0.610254518380926,0.006030493046629,0.172859013556938,0.5583955671550297,0.055609328083995706,0.166944329636944,-0.0592511508764618,-0.1547833908671244,-0.1547833908671244,-0.0483761081434492,6.07198052690431,-1.92167209542934,3.6412799782804766
93,3.2202059090365767,10,411.89,100330,100330,289.02,1.48304434322526e-05,475.451,1.20933149738659,965.235977836567,42.09847790652115,444462.648229612,5.93429843821072,-50.6461948864609,131.978130344137,-3.87846011169416,-7.08772448938343,-17.5012459978718,0.0283097910038289,-0.241609552890502,0.629606570350575,0.630225336410841,-0.0046800684969847,0.241609552890502,0.5670934043131463,0.06465684342700938,0.233023017270433,-0.07810638825854,-0.18910590222012388,-0.18910590222012388,-0.0637874286894507,6.08026099041631,-1.82702067276845,3.9855653897314487
94,6.317018057788681,10,411.23,100333,100333,289.03,1.48309115008911e-05,476.42,1.20932581571321,963.677579697369,42.06533716548397,444090.732290146,9.14935903338766,-48.7994429638511,195.03593046573,-4.30848443211111,-9.73842766231021,-16.1975067246791,0.0437179406605231,-0.233176022929587,0.931930772817606,0.931395327689056,-0.0539348423471599,0.233176022929587,0.8393697833218445,0.0788858703548462,0.222042014470559,-0.0742287728328854,-0.26135042402548836,-0.26135042402548836,-0.0628731193651893,5.29086079164702,-2.34727226832912,4.218988777448911
95,6.317018057788681,7,412.77,100330,100330,288.99,1.48277089602098e-05,476.411,1.20945703787215,967.313904733096,41.77209517106659,444999.760287115,11.1884130122084,-34.9070515556678,191.780112700809,-3.90587248556105,-8.92752567822039,-12.5034660841935,0.0532600831526513,-0.166167665283728,0.91292882541291,0.913494900431433,-0.0424587283487088,0.166167665283728,0.836895789006036,0.07067652630645932,0.158431924352057,-0.055363742999643,-0.24615815566990162,-0.24615815566990162,-0.0481718046208189,4.83513767624745,-2.78191574692823,3.889933594404459
96,6.317018057788681,3,413.23,100332,100332,288.97,1.48255905469908e-05,474.353,1.20956485725837,968.400122316124,41.56155266648445,445293.313505135,13.1852483175448,-15.3761951505725,188.684732085824,-1.18925912823818,-8.22113504319173,-5.65916958221737,0.0626951951803291,-0.0731130376068247,0.897186448125358,0.898824999294826,-0.0314297763458833,0.0731130376068247,0.8316773013790314,0.06521847301110802,0.0697374230824508,-0.0225070890979835,-0.2322895886548233,-0.2322895886548233,-0.0215147788603121,4.75413214753331,-2.87488911758939,3.6752132752384346
97,6.317018057788681,0,414.4,100334,100334,288.97,1.48252950222326e-05,474.402,1.20958896850617,971.162981374848,41.529803412311225,445932.519602224,13.5330362759869,-1.56614885608317,188.061393097695,0.193329040389319,-7.72639175583575,-0.102107560083572,0.0641658434523227,-0.00742577351254,0.891678531176662,0.893500979895355,-0.029391450344547,0.00742577351254,0.8301811299827366,0.06338033164624282,0.007420173958094,-0.001392518813921,-0.21984334372150288,-0.21984334372150288,-0.0004903140503659,4.72461955484553,-2.89814120811609,3.4713462225686036
98,6.317018057788681,-4,413.28,100332,100332,288.97,1.48255905469908e-05,474.396,1.20956485725837,968.518190624709,41.66628646966514,445320.4579802,13.4719300773779,18.1302894838315,188.894480070303,2.23623297851042,-8.16782332214832,7.59047563319041,0.0640505434796949,0.0861981088243316,0.898074295169751,0.899849655095138,-0.030174658073481,-0.0861981088243316,0.8284213683065129,0.06812479496516972,-0.081520194508999,0.0290321221821103,-0.23003750739919773,-0.23003750739919773,0.0287331676325754,4.79941606845953,-2.85245504062776,3.427974091596034
99,10.386163631272405,-4,412.42,100329,100329,288.97,1.48260338562199e-05,476.435,1.20952869038667,966.48744795173,41.626064243052134,444846.698898571,22.8310131864574,17.6766555881909,245.79769942686,2.31488165784005,-15.7045312797325,7.29140899355423,0.108775164286015,0.0842179495027102,1.17106870894983,1.17216615293748,-0.0962313221078589,-0.0842179495027102,1.080094403483525,0.11089892366445568,-0.0764250269189706,0.0268341888096619,-0.442113576061796,-0.442113576061796,0.0291559044246795,3.91035693506171,-3.30523528470679,4.320444873095577
100,10.386163631272405,0,414.18,100334,100334,288.97,1.48252950222326e-05,476.416,1.20958896850617,970.643459743759,41.52112606230438,445813.228306255,22.9104811582187,-0.835263415679084,243.823996283034,0.38065703855249,-15.5685835797831,0.199130604137044,0.10868641370864,-0.0039624565073624,1.15669136536686,1.15799182213322,-0.0938221248516676,0.0039624565073624,1.0767903582009877,0.10657829849469075,0.0039719411711195,5.60582074262925e-05,-0.44082404832229344,-0.44082404832229344,0.0006758685472067,3.79602922897464,-3.41150455579071,4.235450011755004
101,10.386163631272405,3,413.51,100327,100327,288.97,1.48263294104347e-05,476.37,1.20950457913886,969.061307824263,41.578975456958496,445434.202524066,22.7428891920377,-13.8567406145742,245.23776234939,-1.02063728062808,-15.975257497692,-4.80426243981397,0.108067514461295,-0.0658431522972979,1.16529765437308,1.16635989154474,-0.0959260880311911,0.0658431522972979,1.080097689835676,0.1086229312877293,0.0600970998372951,-0.0188575450294652,-0.45026036859395946,-0.45026036859395946,-0.0193720950275254,3.84041013953895,-3.37986532779963,4.373662341836618
102,10.386163631272405,7,412.06,100332,100332,288.97,1.48255905469908e-05,477.685,1.20956485725837,965.637389947179,41.735037651280415,444657.674940412,21.4345093834642,-32.3844391024148,251.612139177732,-3.53731977028096,-16.7046078947083,-11.4809641610854,0.102211616062722,-0.154426947532385,1.19982607981663,1.19934688653534,-0.107688820330938,0.154426947532385,1.099845259410085,0.1156476160266503,0.140819409945042,-0.0479517031522853,-0.4645256137652173,-0.4645256137652173,-0.0469320943690442,4.10950045780603,-3.42388588116323,4.2046115302954234
103,10.386163631272405,10,412.13,100322,100322,288.97,1.48270683475278e-05,478.723,1.20944430101936,965.802678064252,42.111290878152786,444673.567567629,18.1064684674716,-47.1601412976238,267.633660950112,-4.27992540835437,-16.4493582895468,-15.195977871402,0.0863268965750347,-0.224847194668465,1.27600715790297,1.27161225027582,-0.136560920619233,0.224847194668465,1.1491812467408953,0.11712902351820781,0.206440752278653,-0.0677917863000269,-0.4454645414589757,-0.4454645414589757,-0.0628604801523397,4.92853117387741,-2.94110248216338,4.759509859935985
