151.000,414.446,1004.151,15.160,1.213,971.272,40.013,447468.996,0.000,0.000,0.000,0.000,3.000,3.000,81.157,0.000,0.012,0.027,16.190,0.000,0.732,-0.000,-2.827,0.000,0.033,15.202,13.794,0.154,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21.000,2.000,2024.000,15.000,53.000,13.000
151.000,414.408,1004.155,15.160,1.213,971.182,40.011,447449.216,0.000,0.000,0.000,0.000,3.000,3.000,81.155,0.000,0.016,0.027,16.177,0.000,0.732,-0.000,0.626,0.000,0.033,15.208,15.438,0.154,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21.000,2.000,2024.000,15.000,53.000,13.000
151.000,414.408,1004.155,15.160,1.213,971.182,40.011,447449.216,0.000,0.000,0.000,0.000,3.000,3.000,81.141,0.000,0.009,0.033,16.168,0.000,0.732,-0.000,0.203,0.000,0.033,15.213,14.598,0.154,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21.000,2.000,2024.000,15.000,53.000,13.000
151.000,414.329,1004.158,15.160,1.213,970.995,40.007,447406.907,0.000,0.000,0.000,0.000,3.000,3.000,81.158,0.000,0.013,0.027,16.171,0.000,0.732,-0.000,1.688,0.000,0.038,15.211,14.312,0.154,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21.000,2.000,2024.000,15.000,53.000,13.000
151.000,414.329,1004.158,15.160,1.213,970.995,40.007,447406.907,0.000,0.000,0.000,0.000,3.000,3.000,81.151,0.000,0.011,0.027,16.174,0.000,0.732,-0.000,0.520,0.000,0.033,15.209,13.873,0.154,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21.000,2.000,2024.000,15.000,53.000,13.000
151.000,414.292,1004.157,15.160,1.213,970.908,40.005,447386.554,0.000,0.000,0.000,0.000,3.000,3.000,81.153,0.000,0.015,0.027,16.178,0.000,0.732,-0.000,1.944,0.000,0.038,15.201,12.545,0.154,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21.000,2.000,2024.000,15.000,53.000,13.000
151.000,414.292,1004.157,15.160,1.213,970.908,40.005,447386.554,0.000,0.000,0.000,0.000,3.000,3.000,81.155,0.000,0.010,0.027,16.184,0.000,0.732,-0.000,1.177,0.000,0.033,15.189,16.322,0.154,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21.000,2.000,2024.000,15.000,53.000,13.000
151.000,414.280,1004.153,15.160,1.213,970.880,40.004,447379.134,0.000,0.000,0.000,0.000,3.000,3.000,81.150,0.000,0.011,0.027,16.179,0.000,0.732,-0.000,-0.876,0.000,0.033,15.195,16.416,0.154,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21.000,2.000,2024.000,15.000,53.000,13.000
151.000,414.280,1004.153,15.160,1.213,970.880,40.004,447379.134,0.000,0.000,0.000,0.000,3.000,3.000,81.147,0.000,0.013,0.027,16.165,0.000,0.732,-0.000,-1.555,0.000,0.033,15.208,11.043,0.154,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21.000,2.000,2024.000,15.000,53.000,14.000
151.000,414.247,1004.151,15.160,1.213,970.802,40.003,447360.733,0.000,0.000,0.000,0.000,3.000,3.000,81.147,0.000,0.014,0.027,16.173,0.000,0.732,-0.000,-1.121,0.000,0.033,15.206,17.120,0.154,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21.000,2.000,2024.000,15.000,53.000,14.000
151.000,414.247,1004.151,15.160,1.213,970.802,40.003,447360.733,0.000,0.000,0.000,0.000,3.000,3.000,81.166,0.000,0.012,0.027,16.205,0.000,0.732,-0.000,-4.009,0.000,0.033,15.197,15.020,0.154,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21.000,2.000,2024.000,15.000,53.000,14.000
151.000,414.247,1004.151,15.160,1.213,970.802,40.003,447360.733,0.000,0.000,0.000,0.000,3.000,3.000,81.165,0.000,0.011,0.027,16.204,0.000,0.732,-0.000,-0.094,0.000,0.038,15.198,15.146,0.154,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21.000,2.000,2024.000,15.000,53.000,14.000
151.000,414.237,1004.152,15.160,1.213,970.778,40.002,447355.515,0.000,0.000,0.000,0.000,3.000,3.000,81.150,0.000,0.012,0.027,16.195,0.000,0.732,-0.000,1.317,0.000,0.038,15.204,16.110,0.154,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21.000,2.000,2024.000,15.000,53.000,14.000
151.000,414.237,1004.152,15.160,1.213,970.778,40.002,447355.515,0.000,0.000,0.000,0.000,3.000,3.000,81.146,0.000,0.011,0.033,16.195,0.000,0.732,-0.000,0.887,0.000,0.033,15.204,13.052,0.154,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21.000,2.000,2024.000,15.000,53.000,14.000
